StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	informed_consent	group_sorting_1	group_sorting_2	group_sorting_3	group_sorting_4	group_sorting_5	control_hypothesis	control_design	control_analysis	control_rdm	control_workflow	control_attention	control_collab	control_preparatory	control_duration	control_stress	control_qrp	prereg_hypothesis	prereg_design	prereg_analysis	prereg_rmd	prereg_workflow	prereg_attention	prereg_collab	prereg_preparatory	prereg_duration	prereg_stress	prereg_qrp	rr_hypothesis	rr_design	rr_analysis	rr_rmd	rr_workflow	rr_attention	rr_collab	rr_preparatory	rr_duration	rr_stress	rr_qrp	other_hypothesis	other_desing	other_analysis	other_rdm	other_workflow	other_attention	other_collab	other_preparatory	other_duration	other_stress	other_qrp	planning	recommend	research_type	research_type_6_TEXT	field	group	comment	changed_comment
2020-05-15 14:44:48	2020-05-15 14:49:25	IP Address	100	276	True	2020-05-15 14:49:25	R_1PUmglTn6nBUq3n	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"4
Did not change"	6	"4
Did not change"	5	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	cognitive/experimental/neuro-psychology	prereg	NA	NA
2020-05-15 15:00:27	2020-05-15 15:02:59	IP Address	100	151	True	2020-05-15 15:03:00	R_cwrmR57Xk1hGlkB	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	"7
Improved"	2	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Strongly Agree	Hypothesis testing	NA	social	prereg	NA	NA
2020-05-15 15:03:43	2020-05-15 15:06:10	IP Address	100	147	True	2020-05-15 15:06:10	R_3KBkez2CZSAjdkV	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	"4
Four"	5	5	6	"4
Did not change"	Strongly Agree	Usually	Strongly Agree	Estimation	NA	personality psychology	other	NA	NA
2020-05-15 15:11:16	2020-05-15 15:13:32	IP Address	100	135	True	2020-05-15 15:13:32	R_2yec1ttWd3D25J9	email	EN	Yes	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	"4
Four"	Not applicable	Not applicable	Not applicable	Not applicable	Agree	Sometimes	Agree	Hypothesis testing	NA	psycholinguistics	other	I am in the process of developing my first registered report and I am excited about it!	NA
2020-05-15 15:11:16	2020-05-15 15:13:50	IP Address	100	153	True	2020-05-15 15:13:50	R_3Msd3Owp8x09ofh	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	6	"4
Did not change"	"4
Four"	"4
Did not change"	"1
Got worse"	"1
Was longer"	"4
Did not change"	Neither Agree or Disagree	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	social psych	other	NA	NA
2020-05-15 15:12:49	2020-05-15 15:16:31	IP Address	100	221	True	2020-05-15 15:16:31	R_1pVEAnYoDJWPXGR	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	5	3	6	5	"4
Four"	3	3	2	2	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rarely	Disagree	Hypothesis testing	NA	consumer psychology	control	NA	NA
2020-05-15 15:16:31	2020-05-15 15:17:58	IP Address	100	86	True	2020-05-15 15:17:59	R_1OPkyRJKNDtv1vH	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	6	"4
Did not change"	5	"4
Four"	"4
Did not change"	6	2	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	Social psychology	prereg	NA	NA
2020-05-15 15:28:54	2020-05-15 15:30:58	IP Address	100	123	True	2020-05-15 15:30:58	R_2s7KSpD6aTc2fnB	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	"7
Improved"	2	2	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	personality	prereg	NA	NA
2020-05-15 15:31:21	2020-05-15 15:33:56	IP Address	100	154	True	2020-05-15 15:33:56	R_5zDCm8ToTghEqTD	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"7
Improved"	3	3	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-05-15 15:41:28	2020-05-15 15:50:54	IP Address	100	566	True	2020-05-15 15:50:55	R_3qy9KSXFuKWs2GM	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	6	6	6	5	"4
Four"	"4
Did not change"	6	3	6	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	Duration was longer because of the added peer-review in a Registered Report context, assuming that a normal article gets published after 2 rounds of peer-review. Also for normal preregs, it might get slightly longer as one spends more time in the starting phase.	NA
2020-05-15 15:52:36	2020-05-15 15:55:16	IP Address	100	159	True	2020-05-15 15:55:17	R_10PFr0ZNxvV6x7f	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Modeling	NA	mathematical psychology; decision-making	prereg	NA	NA
2020-05-15 16:21:05	2020-05-15 16:23:05	IP Address	100	119	True	2020-05-15 16:23:05	R_PNvZjVZX8ZykoQp	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"7
Improved"	"4
Did not change"	5	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-05-15 16:30:57	2020-05-15 16:33:38	IP Address	100	161	True	2020-05-15 16:33:38	R_3Ic3lUmtv5i8DsC	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	"4
Would not change"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Four"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Never	Neither Agree or Disagree	Hypothesis testing	NA	educational psychology	control	I am a bit skeptical of preregistration. My impression from other fields is that they just pre register every hypothesis they have and game the system. I'm not sure how honest it is making people who otherwise in the old system would not have been honest.	NA
2020-05-15 16:40:34	2020-05-15 16:46:04	IP Address	100	330	True	2020-05-15 16:46:04	R_3PuJi5Z1Ku9ocFu	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	6	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Agree	Sometimes	Agree	Hypothesis testing	NA	social psychology	other	"Preregistration has some obvious benefits. There is one major drawback: My Ph.D. students want to preregister everything, even studies that are our ""first stab"" at a phenomenon. Then, they act as if ""analyzing the hell out of the data"" is somehow unethical. I tell, them, ""No, it's fine. We SHOULD fish around and see if anything is interesting. The crucial point is that IF WE FIND SOMETHING INTERESTING WE MUST REPLICATE THE EFFECT MULTIPLE TIMES TO INCREASE OUR CONFIDENCE IN IT."" They seem skeptical of this idea, and look at me like I'm telling them to break the rules. It's frustrating. Students should learn the difference between the ""context of discovery"" and ""context of justification."""	NA
2020-05-15 16:45:34	2020-05-15 16:51:01	IP Address	100	327	True	2020-05-15 16:51:02	R_1gbvatgySXR8Jec	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	5	"4
Four"	"4
Would not change"	6	"4
Would not change"	"4
Would not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	Psychology of Language	control	NA	NA
2020-05-15 16:48:14	2020-05-15 16:54:46	IP Address	100	391	True	2020-05-15 16:54:46	R_2TBtVcuAQqO4CYW	email	EN	Yes	No	No	Yes	No	No	6	"4
Would not change"	5	"4
Would not change"	5	"4
Four"	"4
Would not change"	5	"1
Would be longer"	5	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	developmental/forensic psychology	control	I think pre-registration is really suitable for some designs, especially when doing highly experimental, controlled work and when using new methods/materials. Most of my work is quasi-experimental (although some is basic experimental and some is qualitative) so we just don't often have the control we would need to follow through with recommendations made at pre-reg. Also, more than half my work is with industry, which means that sometimes research questions have to be modified partway through because availability/accessibility changes, etc.  Finally, the speed at which our institutions expect us to pump through graduate students often means that pre-reg cannot happen for their work (and most of my work is student-led). In sum, I would very much like to pre-register some studies but circumstances haven't lent themselves to it for me. I don't think that not pre-registering should be frowned upon, nor does it mean that the quality of the work will be less. At the same time, I support the pre-reg movement and I am happy that it is an option.	NA
2020-05-15 17:33:03	2020-05-15 17:36:24	IP Address	100	201	True	2020-05-15 17:36:25	R_22qW59kfasjJngi	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	"7
Improved"	"4
Did not change"	5	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	social psychology, organizational behavior	prereg	Might be helpful to list your university affiliations in the recruitment email. I googled some of you just to make sure it wasn't spam, then completed it. Might also be helpful to define Research Report or other terms on the first page of the survey.  Thanks for collecting the data - looks very interesting.	NA
2020-05-15 17:27:06	2020-05-15 17:37:31	IP Address	100	625	True	2020-05-15 17:37:31	R_2XjKQ4yT20kTSDU	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	5	5	6	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Social Psychology (Intimate Relationships)	prereg	I pre-register all empirical experiments that I run, but it is more difficult to use pre-registration when conducting a large longitudinal couples study in which I will be able to test many research ideas and hypotheses, some of which are already fleshed out, but others may develop later. My strategy so far has been to conceptually replicate findings from such ecologically large-scale studies in another similar study, and with preregistered experimental studies (which has been received well by journal editors and reviewers). To me, preregistration itself is not the holy grail (I think that replication more generally might be most important), but it's an extremely useful tool to guide the research process and practices.	NA
2020-05-15 19:36:01	2020-05-15 19:38:28	IP Address	100	147	True	2020-05-15 19:38:28	R_3JLrwrm0vBqFUCz	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	5	6	6	5	"4
Four"	5	6	"4
Did not change"	"4
Did not change"	Strongly Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Agree	Hypothesis testing	NA	developmental psychology	prereg	I think preregistration is useful for quality control within the lab. I actually think it often impairs the publication and reporting process and results in papers that are less effective and less useful.	NA
2020-05-15 15:57:48	2020-05-15 19:39:33	IP Address	100	13304	True	2020-05-15 19:39:33	R_2dgYS5CPuCmcqF8	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	6	"7
Got more thought-through"	6	"4
Four"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Strongly Agree	Frequently	Strongly Agree	Hypothesis testing	NA	Developmental	other	NA	NA
2020-05-15 19:38:19	2020-05-15 19:41:13	IP Address	100	174	True	2020-05-15 19:41:13	R_32WO4m40MW0LTvO	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"1
Was longer"	"1
Was increased"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Other	weird question	social, personality, legal, political	prereg	"""Thought-through"" is an unclear and crude measure to administer. Was very disappointed by the low quality measures/items used here."	NA
2020-05-15 19:51:24	2020-05-15 19:53:16	IP Address	100	111	True	2020-05-15 19:53:16	R_29cYjyXWuw9zzIM	email	EN	Yes	No	No	Yes	No	No	6	6	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Four"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Neither Agree or Disagree	Modeling	NA	developmental psychology	control	NA	NA
2020-05-15 19:50:30	2020-05-15 19:53:39	IP Address	100	189	True	2020-05-15 19:53:40	R_24uXQr3Dkx8qLAX	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"7
Improved"	3	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Modeling	NA	cognitive psychologie	prereg	NA	NA
2020-05-15 19:52:38	2020-05-15 19:55:02	IP Address	100	144	True	2020-05-15 19:55:03	R_RIYl5ArMGZJ4MSd	email	EN	Yes	No	No	Yes	No	No	6	6	6	"4
Would not change"	I do not know	"4
Four"	"4
Would not change"	5	2	I do not know	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Neither Agree or Disagree	Modeling	NA	psycholinguistics	control	NA	NA
2020-05-15 20:04:10	2020-05-15 20:06:38	IP Address	100	148	True	2020-05-15 20:06:38	R_3DbjZFpGay7vp0M	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	"4
Did not change"	"4
Did not change"	I do not know	"4
Four"	"4
Did not change"	5	5	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Public administration	prereg	NA	NA
2020-05-15 20:58:04	2020-05-15 21:01:12	IP Address	100	187	True	2020-05-15 21:01:12	R_2QQh4FG1CYivpam	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	"4
Would not change"	"1
Would get less thought-through"	"4
Would not change"	I do not know	"4
Four"	3	5	6	3	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Neither Agree or Disagree	Other	hypothesis-generating  (exploratory)	human-computer interaction	control	NA	NA
2020-05-15 22:30:17	2020-05-15 22:34:32	IP Address	100	254	True	2020-05-15 22:34:32	R_BqSqWJtsoaJPH3j	email	EN	Yes	No	No	Yes	No	No	"7
Would get more thought-through"	"4
Would not change"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Four"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"1
Would be increased"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	control	Analysis plans and hypotheses can change for reasons unrelated to ethical scientific practices, especially among graduate students or junior scientists who are still learning as they go.	NA
2020-05-15 23:18:20	2020-05-15 23:22:42	IP Address	100	261	True	2020-05-15 23:22:42	R_3pD9MKuWgOkwVvb	email	EN	Yes	No	No	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Very Strongly Disagree	Never	Very Strongly Disagree	Hypothesis testing	NA	social psychology	other	I don't get the registered approach - does it really lead to more rigorous research	NA
2020-05-16 00:21:13	2020-05-16 00:24:05	IP Address	100	172	True	2020-05-16 00:24:06	R_1lAxBFpcwJScP5Q	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"7
Improved"	"1
Was longer"	"1
Was increased"	Agree	Sometimes	Agree	Hypothesis testing	NA	Cognitive neuroscience and psychology	other	NA	NA
2020-05-16 01:58:00	2020-05-16 02:00:30	IP Address	100	150	True	2020-05-16 02:00:31	R_28Gxfs1IZpPHh0o	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	2	"4
Did not change"	"7
Improved"	"1
Was longer"	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-05-15 13:46:13	2020-05-16 04:30:02	IP Address	100	53028	True	2020-05-16 04:30:03	R_0AlqtVcBKrVtO9P	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"7
Improved"	"4
Did not change"	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Strongly Agree	Hypothesis testing	NA	Experimental psychology	prereg	NA	NA
2020-05-16 06:10:27	2020-05-16 06:13:04	IP Address	100	156	True	2020-05-16 06:13:04	R_1Iu3NDvQBN2hjRD	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	6	5	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Neither Agree or Disagree	Modeling	NA	clinical psychology	prereg	NA	NA
2020-05-16 12:17:33	2020-05-16 12:22:41	IP Address	100	307	True	2020-05-16 12:22:41	R_29ao1CU8JkpACq6	email	EN	Yes	No	No	Yes	No	No	6	5	"4
Would not change"	"4
Would not change"	5	"4
Four"	"4
Would not change"	"7
Would improve"	3	"4
Would not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	cognitive	control	I don't really know enough about preregistration and which journals do it. So at the moment I'm just doing what I usually do until forced/strongly encouraged to change. Pre reg could be a good thing though	NA
2020-05-16 16:50:47	2020-05-16 16:55:28	IP Address	100	280	True	2020-05-16 16:55:28	R_D6mneTVcdAL4p21	email	EN	Yes	No	No	Yes	No	No	I do not know	I do not know	I do not know	I do not know	I do not know	I do not know	I do not know	I do not know	I do not know	I do not know	I do not know	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Never	Very Strongly Disagree	Hypothesis testing	NA	psychology	control	NA	NA
2020-05-16 21:00:23	2020-05-16 21:43:30	IP Address	100	2587	True	2020-05-16 21:43:30	R_3OjJnfFqkmgWLR8	email	EN	Yes	No	No	Yes	No	No	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"4
Four"	"1
Would get worse"	"4
Would not change"	2	"1
Would be increased"	Very Strongly Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rarely	Very Strongly Disagree	Hypothesis testing	NA	cognitive development	control	"Preregistration is a fashionable topic to resolve issues, which cannot be resolved by it due their methodological nature (e.g. problems with sample size). Preregistration is meaningful in pharmaceutical experiments, where a national/international agency has full control over the research project, because it can guarantee that the project is not conducted without its permission. In the case of basic research preregistration can be repeated several times via different applications or it can be pretended that the subject of subsequent preregistered studies (coming from the same lab) are different when only the same experiment is ""polished"". E.g. one can ""preregister"" a study _again_ after she/he increased the sample size changed the data analysis etc, pretending that it is a new study. Or one can ""preregesiter"" a study after she/he finished it.  On the other hand, preregistration of studies threaten researcher autonomy, since it is methodologically and statistically sound and valid to run _exploratory_ studies, or to run a second experiment based on the results of a previous one to check the validity of the effect of the latter. Therefore, preregistration can induce the false belief in readers that a study is well conducted, however there is extremely easy to cheat in this process, while it disables or slows true exploratory research down, while decreasing researcher creativity. Moreover, it does not solve the basic issues, which are the consequence of the lack of basic methodological knowledge. In a nutshell: preregistration is a wrong answer and even worse practice to a good question."	NA
